period,stateRegionId,stateRegionDescription,marketTypeId,marketTypeDescription,price,sales,price-units,sales-units
2011,UT,Utah,CAP,Captive,w,w,dollars per short ton,short tons
2011,NM,New Mexico,TOT,Total,34.22,24413574,dollars per short ton,short tons
2011,NM,New Mexico,OM,Open Market,34.22,24413574,dollars per short ton,short tons
2011,MT,Montana,TOT,Total,w,42200058,dollars per short ton,short tons
2011,MT,Montana,OM,Open Market,15.88,w,dollars per short ton,short tons
2011,MT,Montana,CAP,Captive,w,w,dollars per short ton,short tons
2011,CO,Colorado,TOT,Total,40.03,24620234,dollars per short ton,short tons
2011,CO,Colorado,OM,Open Market,39.74,20774358,dollars per short ton,short tons
2011,CO,Colorado,CAP,Captive,41.57,3845876,dollars per short ton,short tons
2011,AZ,Arizona,TOT,Total,w,w,dollars per short ton,short tons
2011,AZ,Arizona,OM,Open Market,w,w,dollars per short ton,short tons
2011,MTN,Mountain,TOT,Total,16.86,554978226,dollars per short ton,short tons
2011,MTN,Mountain,OM,Open Market,17.31,397960944,dollars per short ton,short tons
2011,MTN,Mountain,CAP,Captive,15.73,157017282,dollars per short ton,short tons
2011,TX,Texas,TOT,Total,19.32,44417278,dollars per short ton,short tons
2011,TX,Texas,OM,Open Market,25.88,15278911,dollars per short ton,short tons
2011,TX,Texas,CAP,Captive,15.88,29138367,dollars per short ton,short tons
2011,OK,Oklahoma,TOT,Total,70.39,1082073,dollars per short ton,short tons
2011,OK,Oklahoma,OM,Open Market,70.39,1082073,dollars per short ton,short tons
2011,LA,Louisiana,TOT,Total,w,w,dollars per short ton,short tons
2011,LA,Louisiana,OM,Open Market,w,w,dollars per short ton,short tons
2011,LA,Louisiana,CAP,Captive,w,w,dollars per short ton,short tons
2011,AR,Arkansas,TOT,Total,w,w,dollars per short ton,short tons
2011,AR,Arkansas,OM,Open Market,w,w,dollars per short ton,short tons
2011,AR,Arkansas,CAP,Captive,w,w,dollars per short ton,short tons
2011,WSC,West South Central,TOT,Total,21.63,49484509,dollars per short ton,short tons
2011,WSC,West South Central,OM,Open Market,29.31,18322236,dollars per short ton,short tons
2011,WSC,West South Central,CAP,Captive,17.12,31162273,dollars per short ton,short tons
2011,TN,Tennessee,TOT,Total,w,1527457,dollars per short ton,short tons
2011,TN,Tennessee,OM,Open Market,76.5,w,dollars per short ton,short tons
2011,TN,Tennessee,CAP,Captive,w,w,dollars per short ton,short tons
2011,MS,Mississippi,TOT,Total,w,w,dollars per short ton,short tons
2011,MS,Mississippi,OM,Open Market,w,w,dollars per short ton,short tons
2011,KYW,Kentucky (West),TOT,Total,w,40087222,dollars per short ton,short tons
2011,KYW,Kentucky (West),OM,Open Market,45.72,40087014,dollars per short ton,short tons
2011,KYW,Kentucky (West),CAP,Captive,w,208,dollars per short ton,short tons
2011,KYE,Kentucky (East),TOT,Total,w,63805966,dollars per short ton,short tons
2011,KYE,Kentucky (East),OM,Open Market,74.92,w,dollars per short ton,short tons
2011,KYE,Kentucky (East),CAP,Captive,w,w,dollars per short ton,short tons
2011,KY,Kentucky,TOT,Total,63.1,103893188,dollars per short ton,short tons
2011,KY,Kentucky,OM,Open Market,63.23,100164605,dollars per short ton,short tons
2011,KY,Kentucky,CAP,Captive,59.56,3728583,dollars per short ton,short tons
2011,AL,Alabama,TOT,Total,77.51,17341549,dollars per short ton,short tons
2011,AL,Alabama,OM,Open Market,77.51,17341549,dollars per short ton,short tons
2011,ESC,East South Central,TOT,Total,64.35,125470516,dollars per short ton,short tons
2011,ESC,East South Central,OM,Open Market,64.52,121612931,dollars per short ton,short tons
2011,ESC,East South Central,CAP,Captive,59.23,3857585,dollars per short ton,short tons
2011,WVS,West Virginia (Southern),TOT,Total,w,69192653,dollars per short ton,short tons
2011,WVS,West Virginia (Southern),OM,Open Market,83.64,w,dollars per short ton,short tons
2011,WVS,West Virginia (Southern),CAP,Captive,w,w,dollars per short ton,short tons
2011,WVN,West Virginia (Northern),TOT,Total,w,35996419,dollars per short ton,short tons
2011,WVN,West Virginia (Northern),OM,Open Market,55.11,w,dollars per short ton,short tons
2011,WVN,West Virginia (Northern),CAP,Captive,w,w,dollars per short ton,short tons
2011,WV,West Virginia,TOT,Total,w,105189072,dollars per short ton,short tons
2011,WV,West Virginia,OM,Open Market,73.73,98799114,dollars per short ton,short tons
2011,WV,West Virginia,CAP,Captive,w,6389958,dollars per short ton,short tons
2011,VA,Virginia,TOT,Total,w,11247554,dollars per short ton,short tons
2011,VA,Virginia,OM,Open Market,98.63,8594589,dollars per short ton,short tons
2011,VA,Virginia,CAP,Captive,w,2652965,dollars per short ton,short tons
2011,MD,Maryland,TOT,Total,43,2541825,dollars per short ton,short tons
2011,MD,Maryland,OM,Open Market,43,2541825,dollars per short ton,short tons
2011,SAT,South Atlantic,TOT,Total,75.81,118978451,dollars per short ton,short tons
2011,SAT,South Atlantic,OM,Open Market,74.97,109935528,dollars per short ton,short tons
2011,SAT,South Atlantic,CAP,Captive,86.14,9042923,dollars per short ton,short tons
2011,ND,North Dakota,TOT,Total,w,28174190,dollars per short ton,short tons
2011,ND,North Dakota,OM,Open Market,16.21,w,dollars per short ton,short tons
2011,ND,North Dakota,CAP,Captive,w,w,dollars per short ton,short tons
2011,MO,Missouri,TOT,Total,w,w,dollars per short ton,short tons
2011,MO,Missouri,OM,Open Market,w,w,dollars per short ton,short tons
2011,KS,Kansas,TOT,Total,w,w,dollars per short ton,short tons
2011,KS,Kansas,OM,Open Market,w,w,dollars per short ton,short tons
2011,WNC,West North Central,TOT,Total,16.32,28679116,dollars per short ton,short tons
2011,WNC,West North Central,OM,Open Market,16.9,24500198,dollars per short ton,short tons
2011,WNC,West North Central,CAP,Captive,12.94,4178918,dollars per short ton,short tons
2011,OH,Ohio,TOT,Total,w,27087977,dollars per short ton,short tons
2011,OH,Ohio,OM,Open Market,46.58,w,dollars per short ton,short tons
2011,OH,Ohio,CAP,Captive,w,w,dollars per short ton,short tons
2010,INT,Interior Region Total,CAP,Captive,30.74,53863556,dollars per short ton,short tons
2010,EMR,East of Mississippi River,TOT,Total,63.2,445204601,dollars per short ton,short tons
2010,EMR,East of Mississippi River,OM,Open Market,62.71,388719263,dollars per short ton,short tons
2010,EMR,East of Mississippi River,CAP,Captive,66.59,56485338,dollars per short ton,short tons
2010,WST,West Total,TOT,Total,15.93,562196956,dollars per short ton,short tons
2010,WST,West Total,OM,Open Market,15.91,417517593,dollars per short ton,short tons
2010,WST,West Total,CAP,Captive,15.99,144679363,dollars per short ton,short tons
2010,STH,South Total,TOT,Total,60.24,314142972,dollars per short ton,short tons
2010,STH,South Total,OM,Open Market,64.33,258595458,dollars per short ton,short tons
2010,STH,South Total,CAP,Captive,41.23,55547514,dollars per short ton,short tons
2010,MID,Midwest Total,TOT,Total,38.23,124504555,dollars per short ton,short tons
2010,MID,Midwest Total,OM,Open Market,37.11,98304193,dollars per short ton,short tons
2010,MID,Midwest Total,CAP,Captive,42.41,26200362,dollars per short ton,short tons
2010,EST,East Total,TOT,Total,72.26,81869700,dollars per short ton,short tons
2010,EST,East Total,OM,Open Market,68.77,70694804,dollars per short ton,short tons
2010,EST,East Total,CAP,Captive,94.38,11174896,dollars per short ton,short tons
2010,PRB,Powder River Basin,TOT,Total,12.34,468311638,dollars per short ton,short tons
2010,PRB,Powder River Basin,OM,Open Market,11.92,341638964,dollars per short ton,short tons
2010,PRB,Powder River Basin,CAP,Captive,13.48,126672674,dollars per short ton,short tons
2010,ILL,Illinois Basin,TOT,Total,45.19,105377071,dollars per short ton,short tons
2010,ILL,Illinois Basin,OM,Open Market,44.56,84191276,dollars per short ton,short tons
2010,ILL,Illinois Basin,CAP,Captive,47.67,21185795,dollars per short ton,short tons
2010,APS,Appalachia Southern,TOT,Total,86.15,20224621,dollars per short ton,short tons
2010,APS,Appalachia Southern,OM,Open Market,86.11,20114283,dollars per short ton,short tons
2010,APS,Appalachia Southern,CAP,Captive,93.42,110338,dollars per short ton,short tons
2010,APN,Appalachia Northern,TOT,Total,55.67,131781137,dollars per short ton,short tons
2010,APN,Appalachia Northern,OM,Open Market,55.14,123105744,dollars per short ton,short tons
2010,APN,Appalachia Northern,CAP,Captive,63.14,8675393,dollars per short ton,short tons
2010,APC,Appalachia Central,TOT,Total,77.21,184224977,dollars per short ton,short tons
2010,APC,Appalachia Central,OM,Open Market,76.28,157711165,dollars per short ton,short tons
2010,APC,Appalachia Central,CAP,Captive,82.72,26513812,dollars per short ton,short tons
2010,APP,Appalachia Total,TOT,Total,69.3,336230735,dollars per short ton,short tons
2010,APP,Appalachia Total,OM,Open Market,68.29,300931192,dollars per short ton,short tons
2010,APP,Appalachia Total,CAP,Captive,77.94,35299543,dollars per short ton,short tons
2010,AK,Alaska,TOT,Total,w,w,dollars per short ton,short tons
2010,AK,Alaska,OM,Open Market,w,w,dollars per short ton,short tons
2010,PCN,Pacific Noncontiguous,TOT,Total,w,w,dollars per short ton,short tons
2010,PCN,Pacific Noncontiguous,OM,Open Market,w,w,dollars per short ton,short tons
2010,WY,Wyoming,TOT,Total,12.75,442060699,dollars per short ton,short tons
2010,WY,Wyoming,OM,Open Market,12.03,314486026,dollars per short ton,short tons
2010,WY,Wyoming,CAP,Captive,14.53,127574673,dollars per short ton,short tons
2010,UT,Utah,TOT,Total,w,19011191,dollars per short ton,short tons
2010,UT,Utah,OM,Open Market,27.53,w,dollars per short ton,short tons
2010,UT,Utah,CAP,Captive,w,w,dollars per short ton,short tons
2010,NM,New Mexico,TOT,Total,30.67,21871716,dollars per short ton,short tons
2010,MT,Montana,TOT,Total,w,44520728,dollars per short ton,short tons
2010,MT,Montana,OM,Open Market,14.55,w,dollars per short ton,short tons
2010,MT,Montana,CAP,Captive,w,w,dollars per short ton,short tons
2010,CO,Colorado,TOT,Total,40,24909910,dollars per short ton,short tons
2010,CO,Colorado,OM,Open Market,39.45,22154213,dollars per short ton,short tons
2010,CO,Colorado,CAP,Captive,44.44,2755697,dollars per short ton,short tons
2010,AZ,Arizona,TOT,Total,w,w,dollars per short ton,short tons
2010,AZ,Arizona,OM,Open Market,w,w,dollars per short ton,short tons
2010,MTN,Mountain,TOT,Total,15.73,560139969,dollars per short ton,short tons
2010,MTN,Mountain,OM,Open Market,15.63,415460606,dollars per short ton,short tons
2010,MTN,Mountain,CAP,Captive,15.99,144679363,dollars per short ton,short tons
2010,TX,Texas,TOT,Total,w,41500664,dollars per short ton,short tons
2010,TX,Texas,OM,Open Market,w,w,dollars per short ton,short tons
2010,TX,Texas,CAP,Captive,19,w,dollars per short ton,short tons
2010,OK,Oklahoma,TOT,Total,w,995870,dollars per short ton,short tons
2010,OK,Oklahoma,OM,Open Market,68.43,w,dollars per short ton,short tons
2010,OK,Oklahoma,CAP,Captive,w,w,dollars per short ton,short tons
2010,LA,Louisiana,TOT,Total,w,w,dollars per short ton,short tons
2010,LA,Louisiana,OM,Open Market,w,w,dollars per short ton,short tons
2010,LA,Louisiana,CAP,Captive,w,w,dollars per short ton,short tons
2010,AR,Arkansas,TOT,Total,w,w,dollars per short ton,short tons
2010,AR,Arkansas,OM,Open Market,w,w,dollars per short ton,short tons
2010,WSC,West South Central,TOT,Total,22.09,45827446,dollars per short ton,short tons
2010,WSC,West South Central,OM,Open Market,27.87,13149685,dollars per short ton,short tons
2010,WSC,West South Central,CAP,Captive,19.76,32677761,dollars per short ton,short tons
2010,TN,Tennessee,TOT,Total,w,1739922,dollars per short ton,short tons
2010,TN,Tennessee,OM,Open Market,66.4,w,dollars per short ton,short tons
2010,TN,Tennessee,CAP,Captive,w,w,dollars per short ton,short tons
2010,MS,Mississippi,TOT,Total,w,w,dollars per short ton,short tons
2010,MS,Mississippi,OM,Open Market,w,w,dollars per short ton,short tons
2010,KYW,Kentucky (West),TOT,Total,w,37687213,dollars per short ton,short tons
2010,KYW,Kentucky (West),OM,Open Market,43.38,w,dollars per short ton,short tons
2010,KYW,Kentucky (West),CAP,Captive,w,w,dollars per short ton,short tons
2010,KYE,Kentucky (East),TOT,Total,w,66895348,dollars per short ton,short tons
2010,KYE,Kentucky (East),OM,Open Market,71.32,w,dollars per short ton,short tons
2010,KYE,Kentucky (East),CAP,Captive,w,w,dollars per short ton,short tons
2010,KY,Kentucky,TOT,Total,60.84,104582561,dollars per short ton,short tons
2010,KY,Kentucky,OM,Open Market,60.72,99332974,dollars per short ton,short tons
2010,KY,Kentucky,CAP,Captive,63.01,5249587,dollars per short ton,short tons
2010,AL,Alabama,TOT,Total,w,20224621,dollars per short ton,short tons
2010,AL,Alabama,OM,Open Market,86.11,20114283,dollars per short ton,short tons
2010,AL,Alabama,CAP,Captive,w,110338,dollars per short ton,short tons
2010,ESC,East South Central,TOT,Total,63.74,130143899,dollars per short ton,short tons
2010,ESC,East South Central,OM,Open Market,63.74,124771506,dollars per short ton,short tons
2010,ESC,East South Central,CAP,Captive,63.66,5372393,dollars per short ton,short tons
2010,WVS,West Virginia (Southern),TOT,Total,w,93375033,dollars per short ton,short tons
2010,WVS,West Virginia (Southern),OM,Open Market,76.61,79368948,dollars per short ton,short tons
2010,WVS,West Virginia (Southern),CAP,Captive,w,14006085,dollars per short ton,short tons
2010,WVN,West Virginia (Northern),TOT,Total,w,41954479,dollars per short ton,short tons
2010,WVN,West Virginia (Northern),OM,Open Market,54.51,38532657,dollars per short ton,short tons
2010,WVN,West Virginia (Northern),CAP,Captive,w,3421822,dollars per short ton,short tons
2010,WV,West Virginia,TOT,Total,70.07,135329512,dollars per short ton,short tons
2010,WV,West Virginia,OM,Open Market,69.38,117901605,dollars per short ton,short tons
2010,WV,West Virginia,CAP,Captive,74.73,17427907,dollars per short ton,short tons
2010,VA,Virginia,TOT,Total,98.46,22214674,dollars per short ton,short tons
2010,VA,Virginia,OM,Open Market,96.15,14955433,dollars per short ton,short tons
2010,VA,Virginia,CAP,Captive,103.23,7259241,dollars per short ton,short tons
2010,MD,Maryland,TOT,Total,47.54,2842115,dollars per short ton,short tons
2010,MD,Maryland,OM,Open Market,48.73,w,dollars per short ton,short tons
2010,MD,Maryland,CAP,Captive,w,w,dollars per short ton,short tons
2010,SAT,South Atlantic,TOT,Total,73.61,160386301,dollars per short ton,short tons
2010,SAT,South Atlantic,OM,Open Market,71.91,135629700,dollars per short ton,short tons
2010,SAT,South Atlantic,CAP,Captive,82.88,24756601,dollars per short ton,short tons
2010,ND,North Dakota,TOT,Total,w,28894025,dollars per short ton,short tons
2010,ND,North Dakota,OM,Open Market,14.8,w,dollars per short ton,short tons
2010,ND,North Dakota,CAP,Captive,w,w,dollars per short ton,short tons
2010,MO,Missouri,TOT,Total,w,w,dollars per short ton,short tons
2010,MO,Missouri,OM,Open Market,w,w,dollars per short ton,short tons
2010,KS,Kansas,TOT,Total,w,w,dollars per short ton,short tons
2010,KS,Kansas,OM,Open Market,w,w,dollars per short ton,short tons
2010,WNC,West North Central,TOT,Total,15.29,29485180,dollars per short ton,short tons
2010,WNC,West North Central,OM,Open Market,15.62,25725507,dollars per short ton,short tons
2010,WNC,West North Central,CAP,Captive,13.03,3759673,dollars per short ton,short tons
2010,OH,Ohio,TOT,Total,w,27329517,dollars per short ton,short tons
2010,OH,Ohio,OM,Open Market,43.32,26061054,dollars per short ton,short tons
2010,OH,Ohio,CAP,Captive,w,1268463,dollars per short ton,short tons
2010,IN,Indiana,TOT,Total,43.03,34432932,dollars per short ton,short tons
2010,IN,Indiana,OM,Open Market,41.59,19004518,dollars per short ton,short tons
2010,IN,Indiana,CAP,Captive,44.81,15428414,dollars per short ton,short tons
2010,IL,Illinois,TOT,Total,w,33256926,dollars per short ton,short tons
2010,IL,Illinois,OM,Open Market,48.22,w,dollars per short ton,short tons
2010,IL,Illinois,CAP,Captive,w,w,dollars per short ton,short tons
2010,ENC,East North Central,TOT,Total,45.34,95019375,dollars per short ton,short tons
2010,ENC,East North Central,OM,Open Market,44.73,72578686,dollars per short ton,short tons
2010,ENC,East North Central,CAP,Captive,47.33,22440689,dollars per short ton,short tons
2010,PAB,Pennsylvania (Bituminous),TOT,Total,w,58028664,dollars per short ton,short tons
2010,PAB,Pennsylvania (Bituminous),OM,Open Market,61.69,w,dollars per short ton,short tons
2010,PAB,Pennsylvania (Bituminous),CAP,Captive,w,w,dollars per short ton,short tons
2010,PAA,Pennsylvania (Anthracite),TOT,Total,w,1626362,dollars per short ton,short tons
2010,PAA,Pennsylvania (Anthracite),OM,Open Market,51.53,w,dollars per short ton,short tons
2010,PAA,Pennsylvania (Anthracite),CAP,Captive,w,w,dollars per short ton,short tons
2010,PA,Pennsylvania,TOT,Total,w,59655026,dollars per short ton,short tons
2010,PA,Pennsylvania,OM,Open Market,61.42,55739371,dollars per short ton,short tons
2010,PA,Pennsylvania,CAP,Captive,w,3915655,dollars per short ton,short tons
2010,MAT,Middle Atlantic,TOT,Total,62.51,59655026,dollars per short ton,short tons
2010,MAT,Middle Atlantic,OM,Open Market,61.42,55739371,dollars per short ton,short tons
2010,MAT,Middle Atlantic,CAP,Captive,77.96,3915655,dollars per short ton,short tons
2010,WBO,Other Western,TOT,Total,26.1,79784266,dollars per short ton,short tons
2010,WBO,Other Western,OM,Open Market,25.97,63606232,dollars per short ton,short tons
2010,WBO,Other Western,CAP,Captive,26.59,16178034,dollars per short ton,short tons
2010,INO,Other Interior,TOT,Total,22.33,50015396,dollars per short ton,short tons
2010,INO,Other Interior,OM,Open Market,27.17,17337635,dollars per short ton,short tons
2010,INO,Other Interior,CAP,Captive,19.76,32677761,dollars per short ton,short tons
2010,NM,New Mexico,OM,Open Market,w,w,dollars per short ton,short tons
2010,NM,New Mexico,CAP,Captive,w,w,dollars per short ton,short tons
2010,US,U.S. Total,TOT,Total,35.61,1082714183,dollars per short ton,short tons
2010,US,U.S. Total,OM,Open Market,37.61,845112048,dollars per short ton,short tons
2010,US,U.S. Total,CAP,Captive,28.49,237602135,dollars per short ton,short tons
2010,WMR,West of Mississippi River,TOT,Total,16.34,637509582,dollars per short ton,short tons
2010,WMR,West of Mississippi River,OM,Open Market,16.24,456392785,dollars per short ton,short tons
2010,WMR,West of Mississippi River,CAP,Captive,16.61,181116797,dollars per short ton,short tons
2010,UNT,Uinta Basin,TOT,Total,35.22,42995077,dollars per short ton,short tons
2010,UNT,Uinta Basin,OM,Open Market,34.46,37406749,dollars per short ton,short tons
2010,UNT,Uinta Basin,CAP,Captive,40.28,5588328,dollars per short ton,short tons
2010,WSB,Western Region Total,TOT,Total,15.86,591090981,dollars per short ton,short tons
2010,WSB,Western Region Total,OM,Open Market,15.85,442651945,dollars per short ton,short tons
2010,WSB,Western Region Total,CAP,Captive,15.92,148439036,dollars per short ton,short tons
2010,INT,Interior Region Total,TOT,Total,37.83,155392467,dollars per short ton,short tons
2010,INT,Interior Region Total,OM,Open Market,41.59,101528911,dollars per short ton,short tons
2009,MAT,Middle Atlantic,CAP,Captive,60.98,4874035,dollars per short ton,short tons
2009,WBO,Other Western,CAP,Captive,23.38,16574657,dollars per short ton,short tons
2009,INO,Other Interior,TOT,Total,20.62,43391352,dollars per short ton,short tons
2009,INO,Other Interior,OM,Open Market,24.19,17663074,dollars per short ton,short tons
2009,INO,Other Interior,CAP,Captive,18.17,25728278,dollars per short ton,short tons
2009,UNT,Uinta Basin,TOT,Total,34.74,48127631,dollars per short ton,short tons
2009,UNT,Uinta Basin,OM,Open Market,34.91,40080273,dollars per short ton,short tons
2009,UNT,Uinta Basin,CAP,Captive,33.86,8047358,dollars per short ton,short tons
2009,WSB,Western Region Total,TOT,Total,15.61,582476148,dollars per short ton,short tons
2009,WSB,Western Region Total,OM,Open Market,15.54,451429424,dollars per short ton,short tons
2009,WSB,Western Region Total,CAP,Captive,15.85,131046724,dollars per short ton,short tons
2009,INT,Interior Region Total,TOT,Total,35.41,143251476,dollars per short ton,short tons
2009,INT,Interior Region Total,OM,Open Market,38.05,100004138,dollars per short ton,short tons
2009,INT,Interior Region Total,CAP,Captive,29.31,43247338,dollars per short ton,short tons
2009,WBO,Other Western,TOT,Total,24.45,80127003,dollars per short ton,short tons
2009,WBO,Other Western,OM,Open Market,24.73,63552346,dollars per short ton,short tons
2009,US,U.S. Total,TOT,Total,33.24,1061972822,dollars per short ton,short tons
2009,US,U.S. Total,OM,Open Market,34.74,854802696,dollars per short ton,short tons
2009,US,U.S. Total,CAP,Captive,27.06,207170126,dollars per short ton,short tons
2009,WMR,West of Mississippi River,TOT,Total,15.94,622120121,dollars per short ton,short tons
2009,WMR,West of Mississippi River,OM,Open Market,15.84,465345119,dollars per short ton,short tons
2009,WMR,West of Mississippi River,CAP,Captive,16.23,156775002,dollars per short ton,short tons
2009,EMR,East of Mississippi River,TOT,Total,57.72,439852701,dollars per short ton,short tons
2009,EMR,East of Mississippi River,OM,Open Market,57.33,389457577,dollars per short ton,short tons
2009,EMR,East of Mississippi River,CAP,Captive,60.76,50395124,dollars per short ton,short tons
2009,WST,West Total,TOT,Total,15.72,552542821,dollars per short ton,short tons
2009,WST,West Total,OM,Open Market,15.64,425645195,dollars per short ton,short tons
2009,WST,West Total,CAP,Captive,15.99,126897626,dollars per short ton,short tons
2009,STH,South Total,TOT,Total,56.53,304768720,dollars per short ton,short tons
2009,STH,South Total,OM,Open Market,59.54,258869943,dollars per short ton,short tons
2009,STH,South Total,CAP,Captive,39.53,45898777,dollars per short ton,short tons
2009,MID,Midwest Total,TOT,Total,36.2,125516452,dollars per short ton,short tons
2009,MID,Midwest Total,OM,Open Market,35.54,102524203,dollars per short ton,short tons
2009,MID,Midwest Total,CAP,Captive,39.15,22992249,dollars per short ton,short tons
2009,EST,East Total,TOT,Total,61.2,79144829,dollars per short ton,short tons
2009,EST,East Total,OM,Open Market,58.75,67763355,dollars per short ton,short tons
2009,EST,East Total,CAP,Captive,75.8,11381474,dollars per short ton,short tons
2009,PRB,Powder River Basin,TOT,Total,12.03,454221514,dollars per short ton,short tons
2009,PRB,Powder River Basin,OM,Open Market,11.63,347796805,dollars per short ton,short tons
2009,PRB,Powder River Basin,CAP,Captive,13.31,106424709,dollars per short ton,short tons
2009,KY,Kentucky,CAP,Captive,58.72,5356467,dollars per short ton,short tons
2009,AL,Alabama,TOT,Total,w,18767955,dollars per short ton,short tons
2009,AL,Alabama,OM,Open Market,76.22,18684711,dollars per short ton,short tons
2009,AL,Alabama,CAP,Captive,w,83244,dollars per short ton,short tons
2009,ESC,East South Central,TOT,Total,60.08,129269150,dollars per short ton,short tons
2009,ESC,East South Central,OM,Open Market,60.16,123683768,dollars per short ton,short tons
2009,ESC,East South Central,CAP,Captive,58.21,5585382,dollars per short ton,short tons
2009,WVS,West Virginia (Southern),TOT,Total,w,96575329,dollars per short ton,short tons
2009,WVS,West Virginia (Southern),OM,Open Market,67.79,85075165,dollars per short ton,short tons
2009,WVS,West Virginia (Southern),CAP,Captive,w,11500164,dollars per short ton,short tons
2009,ILL,Illinois Basin,TOT,Total,41.84,99860124,dollars per short ton,short tons
2009,ILL,Illinois Basin,OM,Open Market,41.02,82341064,dollars per short ton,short tons
2009,ILL,Illinois Basin,CAP,Captive,45.69,17519060,dollars per short ton,short tons
2009,APS,Appalachia Southern,TOT,Total,76.1,18767955,dollars per short ton,short tons
2009,APS,Appalachia Southern,OM,Open Market,76.22,18684711,dollars per short ton,short tons
2009,APS,Appalachia Southern,CAP,Captive,48.3,83244,dollars per short ton,short tons
2009,APN,Appalachia Northern,TOT,Total,51.7,124290759,dollars per short ton,short tons
2009,APN,Appalachia Northern,OM,Open Market,51.34,115003501,dollars per short ton,short tons
2009,APN,Appalachia Northern,CAP,Captive,56.14,9287258,dollars per short ton,short tons
2009,APC,Appalachia Central,TOT,Total,68.76,193186484,dollars per short ton,short tons
2009,APC,Appalachia Central,OM,Open Market,68.05,169680922,dollars per short ton,short tons
2009,APC,Appalachia Central,CAP,Captive,73.87,23505562,dollars per short ton,short tons
2009,APP,Appalachia Total,TOT,Total,62.86,336245198,dollars per short ton,short tons
2009,APP,Appalachia Total,OM,Open Market,62.22,303369134,dollars per short ton,short tons
2009,APP,Appalachia Total,CAP,Captive,68.8,32876064,dollars per short ton,short tons
2009,AK,Alaska,TOT,Total,w,w,dollars per short ton,short tons
2009,AK,Alaska,OM,Open Market,w,w,dollars per short ton,short tons
2009,PCN,Pacific Noncontiguous,TOT,Total,w,w,dollars per short ton,short tons
2009,PCN,Pacific Noncontiguous,OM,Open Market,w,w,dollars per short ton,short tons
2009,WY,Wyoming,TOT,Total,12.41,429993568,dollars per short ton,short tons
2009,WY,Wyoming,OM,Open Market,11.72,321441493,dollars per short ton,short tons
2009,WY,Wyoming,CAP,Captive,14.47,108552075,dollars per short ton,short tons
2009,UT,Utah,TOT,Total,w,21514702,dollars per short ton,short tons
2009,UT,Utah,OM,Open Market,32.36,w,dollars per short ton,short tons
2009,UT,Utah,CAP,Captive,w,w,dollars per short ton,short tons
2009,NM,New Mexico,TOT,Total,w,25608132,dollars per short ton,short tons
2009,NM,New Mexico,OM,Open Market,33.83,w,dollars per short ton,short tons
2009,NM,New Mexico,CAP,Captive,w,w,dollars per short ton,short tons
2009,MT,Montana,TOT,Total,w,39397482,dollars per short ton,short tons
2009,MT,Montana,OM,Open Market,13.5,w,dollars per short ton,short tons
2009,MT,Montana,CAP,Captive,w,w,dollars per short ton,short tons
2009,CO,Colorado,TOT,Total,36.71,27570390,dollars per short ton,short tons
2009,CO,Colorado,OM,Open Market,36.71,24277694,dollars per short ton,short tons
2009,CO,Colorado,CAP,Captive,36.73,3292696,dollars per short ton,short tons
2009,AZ,Arizona,TOT,Total,w,w,dollars per short ton,short tons
2009,AZ,Arizona,OM,Open Market,w,w,dollars per short ton,short tons
2009,MTN,Mountain,TOT,Total,15.63,551570890,dollars per short ton,short tons
2009,MTN,Mountain,OM,Open Market,15.52,424673264,dollars per short ton,short tons
2009,MTN,Mountain,CAP,Captive,15.99,126897626,dollars per short ton,short tons
2009,TX,Texas,TOT,Total,w,34362276,dollars per short ton,short tons
2009,TX,Texas,OM,Open Market,w,w,dollars per short ton,short tons
2009,TX,Texas,CAP,Captive,17.5,w,dollars per short ton,short tons
2009,OK,Oklahoma,TOT,Total,56.45,971214,dollars per short ton,short tons
2009,OK,Oklahoma,OM,Open Market,56.45,971214,dollars per short ton,short tons
2009,LA,Louisiana,TOT,Total,w,w,dollars per short ton,short tons
2009,LA,Louisiana,OM,Open Market,w,w,dollars per short ton,short tons
2009,LA,Louisiana,CAP,Captive,w,w,dollars per short ton,short tons
2009,WSC,West South Central,TOT,Total,20.84,39006706,dollars per short ton,short tons
2009,WSC,West South Central,OM,Open Market,26,13278428,dollars per short ton,short tons
2009,WSC,West South Central,CAP,Captive,18.17,25728278,dollars per short ton,short tons
2009,TN,Tennessee,TOT,Total,w,2067007,dollars per short ton,short tons
2009,TN,Tennessee,OM,Open Market,67.65,w,dollars per short ton,short tons
2009,TN,Tennessee,CAP,Captive,w,w,dollars per short ton,short tons
2009,MS,Mississippi,TOT,Total,w,w,dollars per short ton,short tons
2009,MS,Mississippi,OM,Open Market,w,w,dollars per short ton,short tons
2009,KYW,Kentucky (West),TOT,Total,w,31102788,dollars per short ton,short tons
2009,KYW,Kentucky (West),OM,Open Market,39.06,w,dollars per short ton,short tons
2009,KYW,Kentucky (West),CAP,Captive,w,w,dollars per short ton,short tons
2009,KYE,Kentucky (East),TOT,Total,w,73584021,dollars per short ton,short tons
2009,KYE,Kentucky (East),OM,Open Market,67.4,w,dollars per short ton,short tons
2009,KYE,Kentucky (East),CAP,Captive,w,w,dollars per short ton,short tons
2009,KY,Kentucky,TOT,Total,58.54,104686809,dollars per short ton,short tons
2009,KY,Kentucky,OM,Open Market,58.53,99330342,dollars per short ton,short tons
2009,WVN,West Virginia (Northern),TOT,Total,w,37504211,dollars per short ton,short tons
