period,stateRegionId,stateRegionDescription,coalRankId,coalRankDescription,price,price-units
2012,MAT,Middle Atlantic,BIT,Bituminous,72.57,dollars per short ton
2012,MAT,Middle Atlantic,ANT,Anthracite,80.21,dollars per short ton
2012,MAT,Middle Atlantic,TOT,All,72.92,dollars per short ton
2012,AR,Arkansas,TOT,All,,dollars per short ton
2012,WSC,West South Central,LIG,Lignite,20.72,dollars per short ton
2012,WSC,West South Central,BIT,Bituminous,58.98,dollars per short ton
2012,WSC,West South Central,TOT,All,21.72,dollars per short ton
2012,TN,Tennessee,BIT,Bituminous,73.51,dollars per short ton
2012,TN,Tennessee,TOT,All,73.51,dollars per short ton
2012,MS,Mississippi,LIG,Lignite,,dollars per short ton
2012,MS,Mississippi,TOT,All,,dollars per short ton
2012,KYW,Kentucky (West),BIT,Bituminous,48.67,dollars per short ton
2012,KYW,Kentucky (West),TOT,All,48.67,dollars per short ton
2012,KYE,Kentucky (East),BIT,Bituminous,75.62,dollars per short ton
2012,KYE,Kentucky (East),TOT,All,75.62,dollars per short ton
2012,KY,Kentucky,BIT,Bituminous,63.12,dollars per short ton
2012,KY,Kentucky,TOT,All,63.12,dollars per short ton
2012,AL,Alabama,BIT,Bituminous,106.57,dollars per short ton
2012,AL,Alabama,TOT,All,106.57,dollars per short ton
2012,ESC,East South Central,LIG,Lignite,,dollars per short ton
2012,ESC,East South Central,BIT,Bituminous,70.78,dollars per short ton
2012,ESC,East South Central,TOT,All,69.49,dollars per short ton
2012,WVS,West Virginia (Southern),BIT,Bituminous,91.4,dollars per short ton
2012,WVS,West Virginia (Southern),TOT,All,91.4,dollars per short ton
2012,WVN,West Virginia (Northern),BIT,Bituminous,63.34,dollars per short ton
2012,WVN,West Virginia (Northern),TOT,All,63.34,dollars per short ton
2012,WV,West Virginia,BIT,Bituminous,81.8,dollars per short ton
2012,WV,West Virginia,TOT,All,81.8,dollars per short ton
2012,VA,Virginia,BIT,Bituminous,109.4,dollars per short ton
2012,VA,Virginia,TOT,All,109.4,dollars per short ton
2012,MD,Maryland,BIT,Bituminous,55.67,dollars per short ton
2012,MD,Maryland,TOT,All,55.67,dollars per short ton
2012,SAT,South Atlantic,BIT,Bituminous,85.04,dollars per short ton
2012,SAT,South Atlantic,TOT,All,85.04,dollars per short ton
2012,ND,North Dakota,LIG,Lignite,17.4,dollars per short ton
2012,ND,North Dakota,TOT,All,17.4,dollars per short ton
2012,MO,Missouri,BIT,Bituminous,,dollars per short ton
2012,MO,Missouri,TOT,All,,dollars per short ton
2012,WNC,West North Central,LIG,Lignite,17.4,dollars per short ton
2012,WNC,West North Central,BIT,Bituminous,,dollars per short ton
2012,WNC,West North Central,TOT,All,17.91,dollars per short ton
2012,OH,Ohio,BIT,Bituminous,47.8,dollars per short ton
2012,OH,Ohio,TOT,All,47.8,dollars per short ton
2012,IN,Indiana,BIT,Bituminous,52.01,dollars per short ton
2012,IN,Indiana,TOT,All,52.01,dollars per short ton
2012,IL,Illinois,BIT,Bituminous,53.08,dollars per short ton
2012,IL,Illinois,TOT,All,53.08,dollars per short ton
2012,ENC,East North Central,BIT,Bituminous,51.44,dollars per short ton
2012,ENC,East North Central,TOT,All,51.44,dollars per short ton
2012,WBO,Other Western,TOT,All,29.65,dollars per short ton
2012,INO,Other Interior,LIG,Lignite,20.9,dollars per short ton
2012,INO,Other Interior,BIT,Bituminous,57.02,dollars per short ton
2012,WBO,Other Western,SUB,Subbituminous,35.26,dollars per short ton
2012,WBO,Other Western,LIG,Lignite,17.4,dollars per short ton
2012,WBO,Other Western,BIT,Bituminous,36.88,dollars per short ton
2012,INT,Interior Region Total,BIT,Bituminous,51.37,dollars per short ton
2012,INT,Interior Region Total,TOT,All,42.99,dollars per short ton
2012,INO,Other Interior,TOT,All,22.08,dollars per short ton
2012,WSB,Western Region Total,LIG,Lignite,17.4,dollars per short ton
2012,WSB,Western Region Total,BIT,Bituminous,36.37,dollars per short ton
2012,WSB,Western Region Total,TOT,All,17.99,dollars per short ton
2012,INT,Interior Region Total,LIG,Lignite,20.9,dollars per short ton
2012,US,U.S. Total,SUB,Subbituminous,15.34,dollars per short ton
2012,US,U.S. Total,LIG,Lignite,19.6,dollars per short ton
2012,US,U.S. Total,BIT,Bituminous,66.04,dollars per short ton
2012,US,U.S. Total,ANT,Anthracite,80.21,dollars per short ton
2012,US,U.S. Total,TOT,All,39.95,dollars per short ton
2012,WMR,West of Mississippi River,SUB,Subbituminous,15.34,dollars per short ton
2012,WMR,West of Mississippi River,LIG,Lignite,19.44,dollars per short ton
2012,WMR,West of Mississippi River,BIT,Bituminous,36.87,dollars per short ton
2012,WMR,West of Mississippi River,TOT,All,18.3,dollars per short ton
2012,EMR,East of Mississippi River,LIG,Lignite,23.49,dollars per short ton
2012,EMR,East of Mississippi River,BIT,Bituminous,70.8,dollars per short ton
2012,EMR,East of Mississippi River,ANT,Anthracite,80.21,dollars per short ton
2012,EMR,East of Mississippi River,TOT,All,70.51,dollars per short ton
2012,WST,West Total,SUB,Subbituminous,15.34,dollars per short ton
2012,WST,West Total,LIG,Lignite,17.44,dollars per short ton
2012,WST,West Total,BIT,Bituminous,36.37,dollars per short ton
2012,WST,West Total,TOT,All,18.02,dollars per short ton
2012,STH,South Total,LIG,Lignite,20.9,dollars per short ton
2012,STH,South Total,BIT,Bituminous,76.28,dollars per short ton
2012,STH,South Total,TOT,All,66.9,dollars per short ton
2012,MID,Midwest Total,LIG,Lignite,17.4,dollars per short ton
2012,MID,Midwest Total,BIT,Bituminous,51.44,dollars per short ton
2012,MID,Midwest Total,TOT,All,44.56,dollars per short ton
2012,EST,East Total,BIT,Bituminous,82.4,dollars per short ton
2012,EST,East Total,ANT,Anthracite,80.21,dollars per short ton
2012,EST,East Total,TOT,All,82.33,dollars per short ton
2012,PRB,Powder River Basin,SUB,Subbituminous,13.78,dollars per short ton
2012,PRB,Powder River Basin,TOT,All,13.78,dollars per short ton
2012,UNT,Uinta Basin,SUB,Subbituminous,39.22,dollars per short ton
2012,ILL,Illinois Basin,BIT,Bituminous,51.3,dollars per short ton
2012,ILL,Illinois Basin,TOT,All,51.3,dollars per short ton
2012,UNT,Uinta Basin,BIT,Bituminous,35.95,dollars per short ton
2012,UNT,Uinta Basin,TOT,All,36.56,dollars per short ton
2012,WSB,Western Region Total,SUB,Subbituminous,15.34,dollars per short ton
2012,APS,Appalachia Southern,BIT,Bituminous,106.57,dollars per short ton
2012,APS,Appalachia Southern,TOT,All,106.57,dollars per short ton
2012,APN,Appalachia Northern,BIT,Bituminous,63.72,dollars per short ton
2012,APN,Appalachia Northern,ANT,Anthracite,80.21,dollars per short ton
2012,APN,Appalachia Northern,TOT,All,64.05,dollars per short ton
2012,APC,Appalachia Central,BIT,Bituminous,88.46,dollars per short ton
2012,APC,Appalachia Central,TOT,All,88.46,dollars per short ton
2012,APP,Appalachia Total,BIT,Bituminous,79.18,dollars per short ton
2012,APP,Appalachia Total,ANT,Anthracite,80.21,dollars per short ton
2012,APP,Appalachia Total,TOT,All,79.19,dollars per short ton
2012,AK,Alaska,SUB,Subbituminous,,dollars per short ton
2012,AK,Alaska,TOT,All,,dollars per short ton
2012,PCN,Pacific Noncontiguous,SUB,Subbituminous,,dollars per short ton
2012,PCN,Pacific Noncontiguous,TOT,All,,dollars per short ton
2012,WY,Wyoming,SUB,Subbituminous,14.24,dollars per short ton
2012,WY,Wyoming,TOT,All,14.24,dollars per short ton
2012,UT,Utah,BIT,Bituminous,34.92,dollars per short ton
2012,UT,Utah,TOT,All,34.92,dollars per short ton
2012,NM,New Mexico,SUB,Subbituminous,,dollars per short ton
2012,NM,New Mexico,BIT,Bituminous,,dollars per short ton
2012,NM,New Mexico,TOT,All,36.74,dollars per short ton
2012,MT,Montana,SUB,Subbituminous,17.6,dollars per short ton
2012,MT,Montana,LIG,Lignite,,dollars per short ton
2012,MT,Montana,BIT,Bituminous,,dollars per short ton
2012,MT,Montana,TOT,All,18.11,dollars per short ton
2012,CO,Colorado,SUB,Subbituminous,,dollars per short ton
2012,CO,Colorado,BIT,Bituminous,,dollars per short ton
2012,CO,Colorado,TOT,All,37.54,dollars per short ton
2012,AZ,Arizona,BIT,Bituminous,,dollars per short ton
2012,AZ,Arizona,TOT,All,,dollars per short ton
2012,MTN,Mountain,SUB,Subbituminous,15.23,dollars per short ton
2012,MTN,Mountain,LIG,Lignite,,dollars per short ton
2012,MTN,Mountain,BIT,Bituminous,36.37,dollars per short ton
2012,MTN,Mountain,TOT,All,17.93,dollars per short ton
2012,TX,Texas,LIG,Lignite,19.09,dollars per short ton
2012,TX,Texas,TOT,All,19.09,dollars per short ton
2012,OK,Oklahoma,BIT,Bituminous,59.63,dollars per short ton
2012,OK,Oklahoma,TOT,All,59.63,dollars per short ton
2012,LA,Louisiana,LIG,Lignite,,dollars per short ton
2012,LA,Louisiana,TOT,All,,dollars per short ton
2013,EMR,East of Mississippi River,ANT,Anthracite,87.82,dollars per short ton
2013,EMR,East of Mississippi River,TOT,All,64.51,dollars per short ton
2013,WST,West Total,SUB,Subbituminous,14.86,dollars per short ton
2013,WST,West Total,LIG,Lignite,20.53,dollars per short ton
2013,WST,West Total,BIT,Bituminous,36.32,dollars per short ton
2013,WST,West Total,TOT,All,17.73,dollars per short ton
2013,STH,South Total,LIG,Lignite,21.17,dollars per short ton
2013,STH,South Total,BIT,Bituminous,70.36,dollars per short ton
2013,STH,South Total,TOT,All,61.63,dollars per short ton
2013,MID,Midwest Total,LIG,Lignite,17.93,dollars per short ton
2013,MID,Midwest Total,BIT,Bituminous,48.88,dollars per short ton
2013,MID,Midwest Total,TOT,All,42.96,dollars per short ton
2013,EST,East Total,BIT,Bituminous,73.94,dollars per short ton
2013,EST,East Total,ANT,Anthracite,87.82,dollars per short ton
2013,EST,East Total,TOT,All,74.33,dollars per short ton
2013,WBO,Other Western,SUB,Subbituminous,37.15,dollars per short ton
2013,WBO,Other Western,LIG,Lignite,17.96,dollars per short ton
2013,WBO,Other Western,BIT,Bituminous,36.37,dollars per short ton
2013,WBO,Other Western,TOT,All,30.32,dollars per short ton
2013,UNT,Uinta Basin,SUB,Subbituminous,41.38,dollars per short ton
2013,UNT,Uinta Basin,BIT,Bituminous,36.27,dollars per short ton
2013,UNT,Uinta Basin,TOT,All,36.79,dollars per short ton
2013,PRB,Powder River Basin,SUB,Subbituminous,13.37,dollars per short ton
2013,PRB,Powder River Basin,TOT,All,13.37,dollars per short ton
2013,WSB,Western Region Total,SUB,Subbituminous,14.86,dollars per short ton
2013,WSB,Western Region Total,LIG,Lignite,17.96,dollars per short ton
2013,WSB,Western Region Total,BIT,Bituminous,36.32,dollars per short ton
2013,WSB,Western Region Total,TOT,All,17.74,dollars per short ton
2013,INO,Other Interior,LIG,Lignite,21.17,dollars per short ton
2013,INO,Other Interior,BIT,Bituminous,58.37,dollars per short ton
2013,INO,Other Interior,TOT,All,22.44,dollars per short ton
2013,ILL,Illinois Basin,BIT,Bituminous,48.72,dollars per short ton
2013,ILL,Illinois Basin,TOT,All,48.72,dollars per short ton
2013,INT,Interior Region Total,LIG,Lignite,21.17,dollars per short ton
2013,INT,Interior Region Total,BIT,Bituminous,48.84,dollars per short ton
2013,INT,Interior Region Total,TOT,All,41.74,dollars per short ton
2013,APS,Appalachia Southern,BIT,Bituminous,88.2,dollars per short ton
2013,APS,Appalachia Southern,TOT,All,88.2,dollars per short ton
2013,APN,Appalachia Northern,BIT,Bituminous,60.53,dollars per short ton
2013,APN,Appalachia Northern,ANT,Anthracite,87.82,dollars per short ton
2013,APN,Appalachia Northern,TOT,All,60.97,dollars per short ton
2013,APC,Appalachia Central,BIT,Bituminous,81.99,dollars per short ton
2013,APC,Appalachia Central,TOT,All,81.99,dollars per short ton
2013,APP,Appalachia Total,BIT,Bituminous,72.66,dollars per short ton
2013,APP,Appalachia Total,ANT,Anthracite,87.82,dollars per short ton
2013,APP,Appalachia Total,TOT,All,72.77,dollars per short ton
2013,AK,Alaska,SUB,Subbituminous,,dollars per short ton
2013,AK,Alaska,TOT,All,,dollars per short ton
2013,PCN,Pacific Noncontiguous,SUB,Subbituminous,,dollars per short ton
2013,PCN,Pacific Noncontiguous,TOT,All,,dollars per short ton
2013,WY,Wyoming,SUB,Subbituminous,14.02,dollars per short ton
2013,WY,Wyoming,TOT,All,14.02,dollars per short ton
2013,UT,Utah,BIT,Bituminous,35.52,dollars per short ton
2013,UT,Utah,TOT,All,35.52,dollars per short ton
2013,NM,New Mexico,SUB,Subbituminous,,dollars per short ton
2013,NM,New Mexico,BIT,Bituminous,,dollars per short ton
2013,NM,New Mexico,TOT,All,37.32,dollars per short ton
2013,MT,Montana,SUB,Subbituminous,16.26,dollars per short ton
2013,MT,Montana,LIG,Lignite,,dollars per short ton
2013,MT,Montana,BIT,Bituminous,,dollars per short ton
2013,MT,Montana,TOT,All,17.26,dollars per short ton
2013,CO,Colorado,SUB,Subbituminous,,dollars per short ton
2013,CO,Colorado,BIT,Bituminous,,dollars per short ton
2013,CO,Colorado,TOT,All,37.58,dollars per short ton
2013,AZ,Arizona,BIT,Bituminous,,dollars per short ton
2013,AZ,Arizona,TOT,All,,dollars per short ton
2013,MTN,Mountain,SUB,Subbituminous,14.75,dollars per short ton
2013,MTN,Mountain,LIG,Lignite,,dollars per short ton
2013,MTN,Mountain,BIT,Bituminous,36.32,dollars per short ton
2013,MTN,Mountain,TOT,All,17.64,dollars per short ton
2013,TX,Texas,LIG,Lignite,19.31,dollars per short ton
2013,TX,Texas,TOT,All,19.31,dollars per short ton
2013,OK,Oklahoma,BIT,Bituminous,58.74,dollars per short ton
2013,OK,Oklahoma,TOT,All,58.74,dollars per short ton
2013,LA,Louisiana,LIG,Lignite,,dollars per short ton
2013,LA,Louisiana,TOT,All,,dollars per short ton
2013,AR,Arkansas,BIT,Bituminous,,dollars per short ton
2013,AR,Arkansas,TOT,All,,dollars per short ton
2013,WSC,West South Central,LIG,Lignite,20.91,dollars per short ton
2013,WSC,West South Central,BIT,Bituminous,60.55,dollars per short ton
2013,WSC,West South Central,TOT,All,21.99,dollars per short ton
2013,TN,Tennessee,BIT,Bituminous,73.29,dollars per short ton
2013,TN,Tennessee,TOT,All,73.29,dollars per short ton
2013,KYE,Kentucky (East),TOT,All,71.41,dollars per short ton
2013,KY,Kentucky,BIT,Bituminous,59.58,dollars per short ton
2013,KY,Kentucky,TOT,All,59.58,dollars per short ton
2013,AL,Alabama,BIT,Bituminous,88.2,dollars per short ton
2013,AL,Alabama,TOT,All,88.2,dollars per short ton
2013,ESC,East South Central,LIG,Lignite,,dollars per short ton
2013,ESC,East South Central,BIT,Bituminous,64.92,dollars per short ton
2013,ESC,East South Central,TOT,All,63.66,dollars per short ton
2013,WVS,West Virginia (Southern),BIT,Bituminous,85.18,dollars per short ton
2013,WVS,West Virginia (Southern),TOT,All,85.18,dollars per short ton
2013,WVN,West Virginia (Northern),BIT,Bituminous,59.68,dollars per short ton
2013,WVN,West Virginia (Northern),TOT,All,59.68,dollars per short ton
2013,WV,West Virginia,BIT,Bituminous,75.56,dollars per short ton
2013,WV,West Virginia,TOT,All,75.56,dollars per short ton
2013,VA,Virginia,BIT,Bituminous,93.4,dollars per short ton
2013,VA,Virginia,TOT,All,93.4,dollars per short ton
2013,MD,Maryland,BIT,Bituminous,51.75,dollars per short ton
2013,MD,Maryland,TOT,All,51.75,dollars per short ton
2013,SAT,South Atlantic,BIT,Bituminous,77.55,dollars per short ton
2013,SAT,South Atlantic,TOT,All,77.55,dollars per short ton
2013,ND,North Dakota,LIG,Lignite,17.93,dollars per short ton
2013,ND,North Dakota,TOT,All,17.93,dollars per short ton
2013,MO,Missouri,BIT,Bituminous,,dollars per short ton
2013,MO,Missouri,TOT,All,,dollars per short ton
2013,WNC,West North Central,LIG,Lignite,17.93,dollars per short ton
2013,WNC,West North Central,BIT,Bituminous,,dollars per short ton
2013,WNC,West North Central,TOT,All,18.43,dollars per short ton
2013,OH,Ohio,BIT,Bituminous,48.64,dollars per short ton
2013,OH,Ohio,TOT,All,48.64,dollars per short ton
2013,IN,Indiana,BIT,Bituminous,50.44,dollars per short ton
2013,IN,Indiana,TOT,All,50.44,dollars per short ton
2013,IL,Illinois,BIT,Bituminous,47.82,dollars per short ton
2013,IL,Illinois,TOT,All,47.82,dollars per short ton
2013,ENC,East North Central,BIT,Bituminous,48.87,dollars per short ton
2013,ENC,East North Central,TOT,All,48.87,dollars per short ton
2013,MS,Mississippi,LIG,Lignite,,dollars per short ton
2013,PAB,Pennsylvania (Bituminous),BIT,Bituminous,67.37,dollars per short ton
2013,PAB,Pennsylvania (Bituminous),TOT,All,67.37,dollars per short ton
2013,PAA,Pennsylvania (Anthracite),ANT,Anthracite,87.82,dollars per short ton
2013,PAA,Pennsylvania (Anthracite),TOT,All,87.82,dollars per short ton
2013,PA,Pennsylvania,BIT,Bituminous,67.37,dollars per short ton
2013,PA,Pennsylvania,ANT,Anthracite,87.82,dollars per short ton
2013,PA,Pennsylvania,TOT,All,68.13,dollars per short ton
2013,MAT,Middle Atlantic,BIT,Bituminous,67.37,dollars per short ton
2013,MAT,Middle Atlantic,ANT,Anthracite,87.82,dollars per short ton
2013,MAT,Middle Atlantic,TOT,All,68.13,dollars per short ton
2013,MS,Mississippi,TOT,All,,dollars per short ton
2013,KYW,Kentucky (West),BIT,Bituminous,48.25,dollars per short ton
2013,KYW,Kentucky (West),TOT,All,48.25,dollars per short ton
2013,KYE,Kentucky (East),BIT,Bituminous,71.41,dollars per short ton
2013,US,U.S. Total,SUB,Subbituminous,14.86,dollars per short ton
2013,US,U.S. Total,LIG,Lignite,19.96,dollars per short ton
2013,US,U.S. Total,BIT,Bituminous,60.61,dollars per short ton
2013,US,U.S. Total,ANT,Anthracite,87.82,dollars per short ton
2013,US,U.S. Total,TOT,All,37.24,dollars per short ton
2013,WMR,West of Mississippi River,SUB,Subbituminous,14.86,dollars per short ton
2013,WMR,West of Mississippi River,LIG,Lignite,19.74,dollars per short ton
2013,WMR,West of Mississippi River,BIT,Bituminous,36.84,dollars per short ton
2013,WMR,West of Mississippi River,TOT,All,18.09,dollars per short ton
2013,EMR,East of Mississippi River,LIG,Lignite,24.79,dollars per short ton
2013,EMR,East of Mississippi River,BIT,Bituminous,64.71,dollars per short ton
2014,WSB,Western Region Total,SUB,Subbituminous,14.72,dollars per short ton
2014,WSB,Western Region Total,LIG,Lignite,18.02,dollars per short ton
2014,WSB,Western Region Total,BIT,Bituminous,36.45,dollars per short ton
2014,WSB,Western Region Total,TOT,All,17.82,dollars per short ton
2014,INO,Other Interior,LIG,Lignite,20.26,dollars per short ton
2014,INO,Other Interior,BIT,Bituminous,46.77,dollars per short ton
2014,INO,Other Interior,TOT,All,21.02,dollars per short ton
2014,ILL,Illinois Basin,BIT,Bituminous,48.21,dollars per short ton
2014,ILL,Illinois Basin,TOT,All,48.21,dollars per short ton
2014,INT,Interior Region Total,LIG,Lignite,20.26,dollars per short ton
2014,INT,Interior Region Total,BIT,Bituminous,48.2,dollars per short ton
2014,INT,Interior Region Total,TOT,All,40.73,dollars per short ton
2014,APS,Appalachia Southern,BIT,Bituminous,87.17,dollars per short ton
2014,APS,Appalachia Southern,TOT,All,87.17,dollars per short ton
2014,APN,Appalachia Northern,BIT,Bituminous,58.24,dollars per short ton
2014,APN,Appalachia Northern,ANT,Anthracite,90.98,dollars per short ton
2014,APN,Appalachia Northern,TOT,All,58.68,dollars per short ton
2014,APC,Appalachia Central,BIT,Bituminous,70.49,dollars per short ton
2014,APC,Appalachia Central,TOT,All,70.49,dollars per short ton
2014,APP,Appalachia Total,BIT,Bituminous,65.48,dollars per short ton
2014,APP,Appalachia Total,ANT,Anthracite,90.98,dollars per short ton
2014,APP,Appalachia Total,TOT,All,65.65,dollars per short ton
2014,AK,Alaska,SUB,Subbituminous,,dollars per short ton
2014,AK,Alaska,TOT,All,,dollars per short ton
2014,PCN,Pacific Noncontiguous,SUB,Subbituminous,,dollars per short ton
2014,PCN,Pacific Noncontiguous,TOT,All,,dollars per short ton
2014,WY,Wyoming,SUB,Subbituminous,,dollars per short ton
2014,WY,Wyoming,BIT,Bituminous,,dollars per short ton
2014,WY,Wyoming,TOT,All,14.05,dollars per short ton
2014,UT,Utah,BIT,Bituminous,35.59,dollars per short ton
2014,UT,Utah,TOT,All,35.59,dollars per short ton
2014,NM,New Mexico,SUB,Subbituminous,,dollars per short ton
2014,NM,New Mexico,BIT,Bituminous,,dollars per short ton
2014,NM,New Mexico,TOT,All,40.28,dollars per short ton
2014,MT,Montana,SUB,Subbituminous,16.06,dollars per short ton
2014,MT,Montana,LIG,Lignite,,dollars per short ton
2014,MT,Montana,BIT,Bituminous,,dollars per short ton
2014,MT,Montana,TOT,All,17.22,dollars per short ton
2014,CO,Colorado,SUB,Subbituminous,,dollars per short ton
2014,CO,Colorado,BIT,Bituminous,,dollars per short ton
2014,CO,Colorado,TOT,All,38.64,dollars per short ton
2014,AZ,Arizona,BIT,Bituminous,,dollars per short ton
2014,AZ,Arizona,TOT,All,,dollars per short ton
2014,MTN,Mountain,SUB,Subbituminous,14.61,dollars per short ton
2014,MTN,Mountain,LIG,Lignite,,dollars per short ton
2014,MTN,Mountain,BIT,Bituminous,36.45,dollars per short ton
2014,MTN,Mountain,TOT,All,17.72,dollars per short ton
2014,TX,Texas,LIG,Lignite,18.2,dollars per short ton
2014,TX,Texas,TOT,All,18.2,dollars per short ton
2014,OK,Oklahoma,BIT,Bituminous,44.98,dollars per short ton
2014,OK,Oklahoma,TOT,All,44.98,dollars per short ton
2014,WSC,West South Central,LIG,Lignite,19.95,dollars per short ton
2014,WSC,West South Central,BIT,Bituminous,44.68,dollars per short ton
2014,WSC,West South Central,TOT,All,20.48,dollars per short ton
2014,TN,Tennessee,BIT,Bituminous,67.96,dollars per short ton
2014,TN,Tennessee,TOT,All,67.96,dollars per short ton
2014,MS,Mississippi,LIG,Lignite,,dollars per short ton
2014,MS,Mississippi,TOT,All,,dollars per short ton
2014,KYW,Kentucky (West),BIT,Bituminous,49.58,dollars per short ton
2014,KYW,Kentucky (West),TOT,All,49.58,dollars per short ton
2014,KYE,Kentucky (East),BIT,Bituminous,66.97,dollars per short ton
2014,KYE,Kentucky (East),TOT,All,66.97,dollars per short ton
2014,KY,Kentucky,BIT,Bituminous,57.62,dollars per short ton
2014,KY,Kentucky,TOT,All,57.62,dollars per short ton
2014,AL,Alabama,BIT,Bituminous,87.17,dollars per short ton
2014,AL,Alabama,TOT,All,87.17,dollars per short ton
2014,ESC,East South Central,LIG,Lignite,,dollars per short ton
2014,ESC,East South Central,BIT,Bituminous,63.25,dollars per short ton
2014,ESC,East South Central,TOT,All,62.22,dollars per short ton
2014,WVS,West Virginia (Southern),BIT,Bituminous,70.54,dollars per short ton
2014,WVS,West Virginia (Southern),TOT,All,70.54,dollars per short ton
2014,WVN,West Virginia (Northern),BIT,Bituminous,59.31,dollars per short ton
2014,WVN,West Virginia (Northern),TOT,All,59.31,dollars per short ton
2014,WV,West Virginia,BIT,Bituminous,65.67,dollars per short ton
2014,WV,West Virginia,TOT,All,65.67,dollars per short ton
2014,VA,Virginia,BIT,Bituminous,78.44,dollars per short ton
2014,VA,Virginia,TOT,All,78.44,dollars per short ton
2014,MD,Maryland,BIT,Bituminous,50.62,dollars per short ton
2014,MD,Maryland,TOT,All,50.62,dollars per short ton
2014,SAT,South Atlantic,BIT,Bituminous,66.94,dollars per short ton
2014,SAT,South Atlantic,TOT,All,66.94,dollars per short ton
2014,ND,North Dakota,LIG,Lignite,17.99,dollars per short ton
2014,ND,North Dakota,TOT,All,17.99,dollars per short ton
2014,MO,Missouri,BIT,Bituminous,,dollars per short ton
2014,MO,Missouri,TOT,All,,dollars per short ton
2014,KS,Kansas,BIT,Bituminous,,dollars per short ton
2014,KS,Kansas,TOT,All,,dollars per short ton
2014,WNC,West North Central,LIG,Lignite,17.99,dollars per short ton
2014,WNC,West North Central,BIT,Bituminous,52.0,dollars per short ton
2014,WNC,West North Central,TOT,All,18.47,dollars per short ton
2014,OH,Ohio,BIT,Bituminous,49.54,dollars per short ton
2014,OH,Ohio,TOT,All,49.54,dollars per short ton
2014,IN,Indiana,BIT,Bituminous,48.41,dollars per short ton
2014,IN,Indiana,TOT,All,48.41,dollars per short ton
2014,IL,Illinois,BIT,Bituminous,47.11,dollars per short ton
2014,IL,Illinois,TOT,All,47.11,dollars per short ton
2014,ENC,East North Central,BIT,Bituminous,48.0,dollars per short ton
2014,ENC,East North Central,TOT,All,48.0,dollars per short ton
2014,PAB,Pennsylvania (Bituminous),BIT,Bituminous,60.93,dollars per short ton
2014,PAB,Pennsylvania (Bituminous),TOT,All,60.93,dollars per short ton
2014,PAA,Pennsylvania (Anthracite),ANT,Anthracite,90.98,dollars per short ton
2014,PAA,Pennsylvania (Anthracite),TOT,All,90.98,dollars per short ton
2014,PA,Pennsylvania,BIT,Bituminous,60.93,dollars per short ton
2014,PA,Pennsylvania,ANT,Anthracite,90.98,dollars per short ton
2014,PA,Pennsylvania,TOT,All,61.82,dollars per short ton
2014,MAT,Middle Atlantic,BIT,Bituminous,60.93,dollars per short ton
2014,MAT,Middle Atlantic,ANT,Anthracite,90.98,dollars per short ton
2014,MAT,Middle Atlantic,TOT,All,61.82,dollars per short ton
2014,PRB,Powder River Basin,TOT,All,13.38,dollars per short ton
2014,PRB,Powder River Basin,SUB,Subbituminous,13.38,dollars per short ton
2014,AR,Arkansas,TOT,All,,dollars per short ton
2014,AR,Arkansas,BIT,Bituminous,,dollars per short ton
2014,LA,Louisiana,TOT,All,,dollars per short ton
2014,LA,Louisiana,LIG,Lignite,,dollars per short ton
2014,UNT,Uinta Basin,TOT,All,37.16,dollars per short ton
2014,UNT,Uinta Basin,BIT,Bituminous,36.79,dollars per short ton
2014,EST,East Total,ANT,Anthracite,90.98,dollars per short ton
2014,EST,East Total,BIT,Bituminous,64.54,dollars per short ton
2014,MID,Midwest Total,TOT,All,42.1,dollars per short ton
2014,MID,Midwest Total,BIT,Bituminous,48.01,dollars per short ton
2014,MID,Midwest Total,LIG,Lignite,17.99,dollars per short ton
2014,STH,South Total,TOT,All,55.82,dollars per short ton
2014,STH,South Total,BIT,Bituminous,64.34,dollars per short ton
2014,STH,South Total,LIG,Lignite,20.26,dollars per short ton
2014,WST,West Total,TOT,All,17.81,dollars per short ton
2014,WST,West Total,BIT,Bituminous,36.45,dollars per short ton
2014,UNT,Uinta Basin,SUB,Subbituminous,40.25,dollars per short ton
2014,WBO,Other Western,TOT,All,31.04,dollars per short ton
2014,WBO,Other Western,BIT,Bituminous,36.11,dollars per short ton
2014,WBO,Other Western,LIG,Lignite,18.02,dollars per short ton
2014,WBO,Other Western,SUB,Subbituminous,43.34,dollars per short ton
2014,EST,East Total,TOT,All,65.17,dollars per short ton
2014,WST,West Total,LIG,Lignite,20.47,dollars per short ton
2014,WST,West Total,SUB,Subbituminous,14.72,dollars per short ton
2014,EMR,East of Mississippi River,TOT,All,59.53,dollars per short ton
2014,EMR,East of Mississippi River,ANT,Anthracite,90.98,dollars per short ton
2014,EMR,East of Mississippi River,BIT,Bituminous,59.61,dollars per short ton
2014,EMR,East of Mississippi River,LIG,Lignite,25.91,dollars per short ton
2014,WMR,West of Mississippi River,TOT,All,18.06,dollars per short ton
2014,WMR,West of Mississippi River,BIT,Bituminous,36.65,dollars per short ton
2014,WMR,West of Mississippi River,LIG,Lignite,19.21,dollars per short ton
2014,WMR,West of Mississippi River,SUB,Subbituminous,14.72,dollars per short ton
2014,US,U.S. Total,TOT,All,34.83,dollars per short ton
2014,US,U.S. Total,ANT,Anthracite,90.98,dollars per short ton
2014,US,U.S. Total,BIT,Bituminous,55.99,dollars per short ton
